BookingID,CheckInDate,CheckOutDate,NumberOfNights,NumberOfGuests,RoomType,RoomRate,Revenue,BookingSource,CustomerID,CustomerAge,CustomerGender,CustomerNationality,BookingDate,PaymentMethod,DiscountApplied,TotalRevenue,OccupancyRate,WeekdayOrWeekend,Season,CustomerOccupation,PurposeOfVisit,FeedbackScore,LoyaltyMember,SpecialRequests,RoomView
BID0782,04-06-2024,06-06-2024,2,2,Suite,140.8297305,888.7790507,Online,CID0782,57,Other,UK,27-06-2024,Debit Card,8.452920003,601.1194209,77.47364589,Weekend,Summer,Student,Conference,8,No,Early Check-out,Mountain View
BID0783,05-11-2024,12-11-2024,7,2,Single,496.7721411,1976.043745,Travel Agent,CID0783,26,Male,India,24-03-2024,Debit Card,16.60861262,1638.650665,99.65741362,Weekend,Summer,Doctor,Business,8,Yes,None,Sea View
BID0784,20-04-2024,27-04-2024,7,3,Single,339.3581759,700.824776,Walk-in,CID0784,27,Other,India,06-12-2023,Credit Card,48.63668247,242.4379943,85.31075604,Weekend,Spring,Lawyer,Other,8,Yes,Early Check-out,City View
BID0785,20-10-2024,29-10-2024,9,1,Suite,299.4674106,1284.856899,Travel Agent,CID0785,20,Female,Australia,20-11-2023,Credit Card,25.78870364,729.8775018,50.49927974,Weekend,Autumn,Doctor,Business,2,No,Sea View,Garden View
BID0786,18-06-2024,01-07-2024,13,1,Single,333.5079276,1212.081891,Walk-in,CID0786,20,Female,UK,28-07-2024,Cash,35.65075956,1754.548702,88.36998583,Weekday,Winter,Doctor,Business,8,Yes,Sea View,Sea View
BID0787,20-05-2024,23-05-2024,3,4,Suite,286.9743195,522.5574034,Travel Agent,CID0787,44,Other,UK,04-03-2023,Cash,38.75488332,1793.924635,99.04118488,Weekend,Winter,Teacher,Other,6,No,Extra Bed,City View
BID0788,19-10-2024,31-10-2024,12,3,Double,200.00077,980.9215731,Online,CID0788,71,Other,USA,10-12-2023,Credit Card,42.53082308,898.1724439,62.59205813,Weekday,Winter,Doctor,Conference,2,No,Extra Bed,Mountain View
BID0789,20-08-2024,28-08-2024,8,4,Suite,279.0508157,1704.2448,Online,CID0789,25,Female,Germany,29-07-2024,Online Payment,45.91745966,326.833834,62.4288613,Weekend,Summer,Engineer,Conference,5,Yes,Sea View,Garden View
BID0790,21-10-2024,22-10-2024,1,2,Double,209.6436188,1788.77537,Walk-in,CID0790,70,Female,USA,11-03-2024,Debit Card,28.27577729,1821.450867,74.68630093,Weekend,Spring,Teacher,Conference,3,No,Sea View,Mountain View
BID0791,21-06-2024,29-06-2024,8,3,Suite,104.3084555,1565.367442,Online,CID0791,33,Male,USA,05-06-2023,Online Payment,33.49614723,184.6454211,62.01366795,Weekday,Summer,Teacher,Leisure,1,Yes,Late Check-in,Sea View
BID0792,17-09-2024,24-09-2024,7,3,Single,314.1891889,1601.844368,Travel Agent,CID0792,73,Female,UK,13-12-2024,Debit Card,12.00683082,1980.512756,65.54117013,Weekday,Winter,Teacher,Conference,3,No,Sea View,City View
BID0793,21-04-2024,24-04-2024,3,3,Suite,372.064949,1127.024628,Online,CID0793,69,Male,India,30-10-2024,Cash,31.87039406,1672.99182,84.20833983,Weekday,Spring,Doctor,Leisure,4,No,Late Check-in,Sea View
BID0794,10-02-2024,20-02-2024,10,2,Suite,423.1011772,473.4720837,Travel Agent,CID0794,26,Other,USA,10-01-2024,Cash,42.69698582,1656.2859,65.78694294,Weekday,Summer,Teacher,Conference,8,No,None,City View
BID0795,10-05-2024,12-05-2024,2,1,Single,119.5313562,489.2514018,Online,CID0795,44,Other,UK,28-03-2023,Online Payment,46.35113681,225.2357528,83.00469876,Weekend,Spring,Teacher,Business,6,No,Late Check-in,Sea View
BID0796,30-08-2024,03-09-2024,4,4,Double,107.4792459,1335.212649,Travel Agent,CID0796,32,Female,Australia,02-06-2024,Cash,47.79938086,1460.434507,51.97049628,Weekend,Spring,Doctor,Leisure,8,No,Sea View,Sea View
BID0797,13-01-2024,24-01-2024,11,4,Double,249.4155395,409.7992454,Travel Agent,CID0797,52,Male,Australia,22-09-2023,Debit Card,38.29618059,1082.186978,76.78416707,Weekday,Autumn,Teacher,Conference,3,Yes,Early Check-out,Sea View
BID0798,12-03-2024,22-03-2024,10,4,Double,56.08650983,380.6530155,Travel Agent,CID0798,77,Other,USA,15-05-2023,Online Payment,5.622198571,389.7832016,73.58082266,Weekend,Winter,Doctor,Business,7,Yes,Sea View,Mountain View
BID0799,05-01-2024,13-01-2024,8,1,Suite,273.0971562,978.9679555,Travel Agent,CID0799,75,Other,UK,19-12-2023,Cash,16.9855477,374.6809462,85.24430554,Weekday,Summer,Teacher,Leisure,1,No,None,Sea View
BID0800,18-09-2024,26-09-2024,8,1,Suite,130.9116955,1590.66052,Walk-in,CID0800,76,Female,Germany,13-01-2023,Debit Card,16.87967643,1551.08298,94.43642616,Weekday,Winter,Teacher,Other,6,No,Extra Bed,City View
BID0801,08-08-2024,18-08-2024,10,1,Suite,116.5551252,1591.956238,Online,CID0801,56,Female,UK,16-04-2024,Credit Card,49.41932356,930.5702867,79.38346904,Weekday,Autumn,Doctor,Conference,6,Yes,Early Check-out,City View
BID0802,26-11-2024,28-11-2024,2,2,Double,446.7474041,587.0594633,Travel Agent,CID0802,62,Other,UK,21-12-2024,Cash,40.98438907,1314.778061,90.11556376,Weekend,Winter,Doctor,Other,2,Yes,None,Sea View
BID0803,24-03-2024,02-04-2024,9,2,Single,428.5215123,867.188945,Travel Agent,CID0803,72,Female,India,04-12-2023,Credit Card,44.95913225,861.1737891,51.0005707,Weekday,Winter,Student,Business,2,Yes,Sea View,City View
BID0804,08-11-2024,19-11-2024,11,1,Single,467.493026,952.1840287,Walk-in,CID0804,53,Male,Australia,18-02-2024,Debit Card,42.76435515,1252.981019,50.22245797,Weekend,Spring,Lawyer,Business,4,No,Extra Bed,City View
BID0805,01-02-2024,03-02-2024,2,2,Suite,158.150796,1213.775803,Travel Agent,CID0805,61,Male,USA,24-06-2023,Credit Card,44.98630406,1919.613351,79.24988872,Weekend,Winter,Engineer,Other,5,Yes,Sea View,Garden View
BID0806,28-02-2024,03-03-2024,4,4,Suite,270.9330028,1926.171936,Walk-in,CID0806,44,Male,Australia,06-04-2024,Online Payment,14.19134755,625.0798035,72.63289906,Weekend,Winter,Student,Leisure,5,No,Early Check-out,Garden View
BID0807,28-08-2024,29-08-2024,1,4,Suite,462.7270051,1737.470844,Walk-in,CID0807,37,Other,Australia,27-01-2023,Cash,0.884401942,834.5896056,78.27821953,Weekend,Summer,Student,Other,4,No,Early Check-out,Mountain View
BID0808,13-11-2024,17-11-2024,4,4,Single,342.5066195,1190.262839,Travel Agent,CID0808,57,Other,Germany,19-12-2024,Credit Card,10.41646241,1647.438276,99.81636607,Weekend,Summer,Teacher,Other,2,No,Sea View,Garden View
BID0809,18-11-2024,29-11-2024,11,3,Double,150.8237201,1908.443652,Travel Agent,CID0809,38,Other,UK,02-04-2023,Online Payment,25.26358925,1196.25678,81.56109051,Weekday,Autumn,Student,Leisure,2,Yes,Sea View,City View
BID0810,03-10-2024,06-10-2024,3,1,Double,242.9501841,1037.004915,Online,CID0810,58,Female,India,13-06-2023,Cash,12.31354059,1841.912528,54.12736832,Weekend,Spring,Student,Leisure,10,Yes,Extra Bed,Garden View
BID0811,18-12-2024,31-12-2024,13,2,Single,250.5160399,110.9177237,Online,CID0811,44,Female,UK,22-09-2024,Online Payment,48.74005423,820.349698,81.48304648,Weekday,Winter,Engineer,Leisure,2,No,None,City View
BID0812,13-04-2024,22-04-2024,9,4,Suite,354.8816782,274.521281,Travel Agent,CID0812,64,Other,USA,11-04-2023,Online Payment,45.81572194,1545.856244,89.2850876,Weekday,Winter,Lawyer,Leisure,7,Yes,None,Garden View
BID0813,11-07-2024,23-07-2024,12,3,Double,408.8710381,1693.214386,Online,CID0813,48,Female,USA,15-11-2024,Online Payment,16.34324129,1501.209763,89.10855978,Weekend,Spring,Engineer,Conference,9,No,Sea View,Sea View
BID0814,07-01-2024,13-01-2024,6,4,Suite,268.3597098,1206.146244,Online,CID0814,23,Male,Australia,16-04-2024,Credit Card,4.853067764,116.7515645,98.1738542,Weekend,Spring,Lawyer,Leisure,6,Yes,Extra Bed,Mountain View
BID0815,03-10-2024,15-10-2024,12,4,Single,202.8147003,1055.108473,Online,CID0815,67,Male,Germany,13-12-2023,Debit Card,28.64003101,494.2283662,85.56628065,Weekend,Spring,Doctor,Business,4,No,Extra Bed,Sea View
BID0816,11-06-2024,17-06-2024,6,4,Suite,98.79862639,881.719703,Walk-in,CID0816,35,Other,USA,05-04-2023,Online Payment,35.19621564,703.6676122,54.20789281,Weekday,Summer,Engineer,Leisure,9,Yes,Late Check-in,Sea View
BID0817,16-12-2024,22-12-2024,6,3,Suite,104.2187959,1816.142708,Online,CID0817,28,Female,USA,06-05-2024,Credit Card,43.52256961,1669.773915,50.68686047,Weekend,Winter,Student,Business,3,Yes,Sea View,Garden View
BID0818,24-07-2024,27-07-2024,3,2,Suite,402.0477867,896.0785492,Travel Agent,CID0818,45,Female,India,22-09-2024,Debit Card,49.36469816,650.3698938,98.32886186,Weekday,Winter,Teacher,Business,7,Yes,Sea View,City View
BID0819,13-10-2024,17-10-2024,4,2,Double,402.9716354,1731.543376,Online,CID0819,72,Other,USA,06-11-2024,Cash,36.85173659,1705.602756,94.06570674,Weekday,Autumn,Teacher,Business,8,No,Sea View,Mountain View
BID0820,21-10-2024,03-11-2024,13,2,Suite,236.836163,351.9436961,Online,CID0820,58,Other,Germany,26-09-2024,Online Payment,35.79277547,445.4081283,56.48826681,Weekday,Winter,Teacher,Business,5,Yes,Early Check-out,Sea View
BID0821,11-09-2024,17-09-2024,6,3,Single,257.4195623,738.9165524,Online,CID0821,55,Other,India,11-05-2023,Debit Card,45.39653972,1026.03392,58.52757319,Weekend,Spring,Engineer,Leisure,1,Yes,Late Check-in,Sea View
BID0822,08-03-2024,17-03-2024,9,3,Single,189.7364028,540.2428135,Travel Agent,CID0822,55,Male,Germany,23-06-2023,Cash,28.73606675,1197.374428,94.14240034,Weekend,Winter,Teacher,Other,5,Yes,Sea View,Mountain View
BID0823,31-10-2024,07-11-2024,7,3,Double,374.7844369,1900.909149,Travel Agent,CID0823,53,Other,India,06-09-2023,Debit Card,24.10873513,306.27358,58.37321303,Weekend,Autumn,Doctor,Conference,10,No,None,Mountain View
BID0824,16-05-2024,30-05-2024,14,3,Suite,113.2580571,1681.429999,Online,CID0824,38,Other,Germany,16-10-2024,Online Payment,26.97694784,1470.968131,95.34978865,Weekend,Autumn,Lawyer,Other,10,Yes,Extra Bed,Garden View
BID0825,09-05-2024,22-05-2024,13,4,Single,189.3564175,1320.492384,Online,CID0825,68,Male,Australia,12-03-2024,Debit Card,27.52166234,1076.269306,71.87347354,Weekend,Summer,Doctor,Other,2,Yes,None,Mountain View
BID0826,14-10-2024,16-10-2024,2,1,Double,309.1860811,1109.630098,Travel Agent,CID0826,71,Male,Australia,19-03-2024,Cash,8.097836229,1734.305363,73.33694685,Weekday,Spring,Teacher,Other,2,Yes,Early Check-out,City View
BID0827,24-03-2024,06-04-2024,13,1,Double,331.6291889,1099.58968,Travel Agent,CID0827,50,Other,USA,13-02-2023,Online Payment,34.91259959,218.8691661,74.83376581,Weekday,Winter,Doctor,Other,9,No,Sea View,City View
BID0828,19-09-2024,23-09-2024,4,4,Single,285.4492596,254.0559588,Online,CID0828,26,Male,Australia,08-10-2023,Cash,14.02780538,619.6879857,92.6174723,Weekend,Spring,Teacher,Conference,4,No,Extra Bed,Garden View
BID0829,01-03-2024,05-03-2024,4,3,Double,171.2953478,1188.588927,Travel Agent,CID0829,74,Female,UK,18-10-2023,Online Payment,35.39577322,509.7315386,86.53208955,Weekday,Spring,Teacher,Leisure,8,No,Sea View,Sea View
BID0830,17-11-2024,22-11-2024,5,4,Double,478.18339,180.3011343,Online,CID0830,42,Other,USA,14-10-2024,Cash,33.25349597,1413.691495,81.45715963,Weekend,Winter,Doctor,Other,2,No,Late Check-in,Sea View
BID0831,13-08-2024,19-08-2024,6,2,Suite,453.6764704,1684.349646,Online,CID0831,62,Other,UK,26-07-2023,Online Payment,31.26038251,1767.272779,80.75254018,Weekday,Winter,Doctor,Conference,5,No,Early Check-out,Garden View
BID0832,01-02-2024,02-02-2024,1,3,Double,251.3608844,1707.318843,Walk-in,CID0832,58,Female,UK,14-12-2023,Cash,7.009296991,1424.079571,87.21598594,Weekday,Winter,Teacher,Other,5,No,Sea View,Mountain View
BID0833,22-10-2024,02-11-2024,11,2,Suite,142.429277,1488.139575,Travel Agent,CID0833,21,Female,Germany,26-01-2024,Online Payment,38.7071344,512.70242,70.18766956,Weekday,Spring,Engineer,Business,9,Yes,Sea View,City View
BID0834,26-05-2024,30-05-2024,4,2,Single,159.7883559,1927.015616,Walk-in,CID0834,39,Male,UK,16-01-2024,Online Payment,19.32564638,1786.25832,64.45268085,Weekday,Summer,Student,Leisure,1,No,Early Check-out,Sea View
BID0835,13-08-2024,26-08-2024,13,4,Single,452.5970169,1736.250637,Online,CID0835,24,Female,USA,05-01-2024,Debit Card,23.98049683,1271.028771,76.04484085,Weekday,Winter,Engineer,Other,3,Yes,Early Check-out,Sea View
BID0836,24-06-2024,30-06-2024,6,2,Suite,406.1335638,239.6270781,Online,CID0836,30,Female,Australia,27-12-2023,Cash,23.33605163,858.9158147,56.80789497,Weekend,Spring,Teacher,Leisure,10,No,None,Garden View
BID0837,21-09-2024,02-10-2024,11,4,Suite,57.86765552,1014.792421,Travel Agent,CID0837,71,Other,Australia,29-11-2023,Credit Card,7.346626012,534.9854425,79.29682465,Weekend,Winter,Doctor,Leisure,7,Yes,None,Garden View
BID0838,04-05-2024,12-05-2024,8,2,Single,221.9770231,1342.783216,Travel Agent,CID0838,42,Male,Australia,15-02-2024,Cash,24.33226109,1618.299873,63.03530119,Weekday,Autumn,Doctor,Other,10,Yes,Early Check-out,Garden View
BID0839,10-05-2024,13-05-2024,3,3,Single,186.7746261,148.3178434,Online,CID0839,22,Other,India,12-07-2023,Debit Card,41.95350711,718.3313311,65.29613024,Weekday,Summer,Student,Business,10,No,Extra Bed,City View
BID0840,05-08-2024,19-08-2024,14,3,Double,349.3993152,403.2309191,Walk-in,CID0840,43,Male,UK,08-06-2024,Debit Card,25.56053003,777.7146518,64.27045951,Weekend,Winter,Teacher,Business,8,No,None,Mountain View
BID0841,15-11-2024,20-11-2024,5,2,Single,197.0571048,591.2221738,Online,CID0841,31,Male,UK,15-08-2024,Cash,47.50654381,597.8909227,68.92342231,Weekday,Spring,Engineer,Conference,4,Yes,Late Check-in,City View
BID0842,16-03-2024,22-03-2024,6,2,Double,474.5892025,474.1684496,Travel Agent,CID0842,73,Female,India,29-11-2023,Credit Card,29.37113924,1993.757446,96.3351799,Weekday,Spring,Engineer,Leisure,7,No,Extra Bed,Sea View
BID0843,02-04-2024,09-04-2024,7,1,Suite,272.9282931,1361.343181,Online,CID0843,62,Other,Germany,26-12-2023,Cash,10.17354907,1485.03461,63.26501337,Weekday,Winter,Teacher,Leisure,4,Yes,Sea View,Sea View
BID0844,07-06-2024,18-06-2024,11,2,Single,377.2456865,1974.443344,Walk-in,CID0844,51,Male,Germany,06-05-2023,Online Payment,33.05586169,165.7785479,90.06753168,Weekday,Winter,Teacher,Business,8,Yes,None,Sea View
BID0845,27-10-2024,08-11-2024,12,2,Double,420.2129269,1198.083064,Walk-in,CID0845,26,Other,UK,28-02-2023,Debit Card,10.39107783,466.2776025,51.9667991,Weekday,Autumn,Lawyer,Business,9,No,Extra Bed,Sea View
BID0846,05-04-2024,16-04-2024,11,4,Single,399.258135,1569.161294,Travel Agent,CID0846,48,Other,India,04-07-2024,Debit Card,33.05741614,1924.707112,96.27709115,Weekday,Winter,Teacher,Conference,4,Yes,Sea View,City View
BID0847,14-01-2024,27-01-2024,13,1,Suite,390.4706117,746.1449475,Travel Agent,CID0847,80,Male,Australia,16-11-2023,Credit Card,21.1471035,1221.033518,84.82944789,Weekday,Autumn,Student,Conference,2,No,Late Check-in,Mountain View
BID0848,29-08-2024,08-09-2024,10,1,Suite,360.961951,801.4392354,Travel Agent,CID0848,54,Other,Australia,26-04-2024,Credit Card,36.33854428,217.2848564,90.08525201,Weekday,Winter,Teacher,Other,6,No,Early Check-out,Sea View
BID0849,10-04-2024,22-04-2024,12,2,Double,118.6104531,1530.612014,Travel Agent,CID0849,62,Female,UK,24-07-2024,Online Payment,36.17229561,1858.050808,55.2251769,Weekend,Winter,Engineer,Leisure,2,Yes,Late Check-in,Mountain View
BID0850,30-10-2024,11-11-2024,12,4,Double,57.32927501,795.5739654,Travel Agent,CID0850,75,Male,Australia,29-01-2023,Online Payment,29.02140171,105.0860068,72.6689734,Weekday,Summer,Engineer,Conference,5,No,None,Sea View
BID0851,10-01-2024,20-01-2024,10,1,Double,388.7176467,1734.145251,Online,CID0851,18,Female,India,27-09-2024,Cash,33.35974352,275.2421441,51.9342322,Weekday,Autumn,Doctor,Conference,10,Yes,Sea View,Sea View
BID0852,01-11-2024,08-11-2024,7,4,Single,388.0400319,958.7028025,Travel Agent,CID0852,57,Male,USA,15-04-2024,Online Payment,39.0959196,167.2453976,68.83783022,Weekend,Summer,Engineer,Business,8,Yes,Early Check-out,Mountain View
BID0853,19-03-2024,22-03-2024,3,4,Double,266.2262723,1009.976902,Online,CID0853,63,Other,India,28-11-2024,Online Payment,33.51144165,1342.851134,72.14367025,Weekend,Autumn,Teacher,Conference,2,Yes,Late Check-in,Garden View
BID0854,28-10-2024,02-11-2024,5,4,Suite,149.2897647,1493.948401,Online,CID0854,73,Other,Germany,11-04-2023,Credit Card,2.161457092,1262.285015,99.54596839,Weekend,Spring,Student,Conference,1,Yes,Extra Bed,Garden View
BID0855,06-02-2024,15-02-2024,9,1,Suite,446.4268943,980.3504068,Online,CID0855,72,Female,UK,16-03-2023,Debit Card,30.02102504,1763.520707,71.81255179,Weekend,Spring,Lawyer,Leisure,1,No,Late Check-in,City View
BID0856,14-09-2024,22-09-2024,8,2,Double,461.4826158,928.504961,Travel Agent,CID0856,27,Other,UK,07-03-2024,Cash,33.08164177,599.7785181,79.17617112,Weekday,Summer,Engineer,Conference,7,No,Sea View,City View
BID0857,14-08-2024,24-08-2024,10,4,Suite,492.564366,164.3575156,Walk-in,CID0857,21,Male,USA,17-03-2023,Cash,1.641004599,1511.311242,50.40056613,Weekend,Winter,Doctor,Leisure,5,No,Extra Bed,Garden View
BID0858,18-01-2024,21-01-2024,3,3,Double,173.5766806,818.3916687,Travel Agent,CID0858,80,Male,Germany,10-11-2023,Cash,39.28351721,625.9814283,71.36418253,Weekday,Winter,Doctor,Leisure,10,No,None,Mountain View
BID0859,03-02-2024,15-02-2024,12,1,Double,163.443216,812.2621718,Travel Agent,CID0859,50,Female,USA,14-10-2023,Online Payment,19.87863969,1281.064326,80.76752093,Weekday,Spring,Doctor,Other,6,No,None,Sea View
BID0860,23-04-2024,01-05-2024,8,1,Double,66.42065868,1021.839928,Travel Agent,CID0860,33,Male,USA,26-02-2023,Credit Card,6.014476331,1781.886126,72.32115016,Weekend,Winter,Engineer,Conference,6,No,Extra Bed,Garden View
BID0861,31-08-2024,06-09-2024,6,1,Double,201.4214015,1024.482469,Online,CID0861,32,Male,Germany,11-08-2023,Cash,39.90622981,1729.601838,75.24421282,Weekend,Summer,Doctor,Conference,3,No,Early Check-out,City View
BID0862,05-12-2024,19-12-2024,14,4,Double,100.6867958,1883.152789,Online,CID0862,79,Male,UK,09-04-2024,Cash,39.25091515,251.7007096,72.11061228,Weekend,Spring,Lawyer,Business,5,Yes,Late Check-in,Sea View
BID0863,07-12-2024,14-12-2024,7,1,Double,340.7612927,1401.362442,Walk-in,CID0863,21,Female,India,09-07-2023,Debit Card,25.00441553,1508.282055,51.7153719,Weekend,Spring,Student,Leisure,7,Yes,Early Check-out,City View
BID0864,31-12-2024,06-01-2025,6,3,Single,260.6909351,1852.078103,Online,CID0864,43,Male,Australia,01-04-2023,Online Payment,34.12189204,119.7228811,59.0937092,Weekday,Winter,Student,Other,1,Yes,Extra Bed,Garden View
BID0865,31-03-2024,10-04-2024,10,3,Single,356.4274482,1170.445854,Travel Agent,CID0865,39,Male,Germany,28-09-2024,Online Payment,23.37883585,1993.121004,99.3155545,Weekend,Winter,Student,Other,8,Yes,Sea View,Sea View
BID0866,05-12-2024,10-12-2024,5,1,Suite,334.5908872,887.7829176,Walk-in,CID0866,28,Female,USA,10-07-2023,Credit Card,36.99246178,133.9569453,97.79100616,Weekday,Winter,Teacher,Other,9,No,Late Check-in,City View
BID0867,07-08-2024,08-08-2024,1,4,Double,127.2347287,1489.523497,Travel Agent,CID0867,66,Female,USA,26-09-2023,Debit Card,30.88356323,409.5824925,93.41635092,Weekday,Autumn,Doctor,Business,1,Yes,Sea View,City View
BID0868,14-03-2024,22-03-2024,8,1,Single,153.5348729,816.0075974,Walk-in,CID0868,45,Other,Germany,12-04-2023,Credit Card,37.17204006,1041.064109,52.2196252,Weekend,Autumn,Lawyer,Conference,9,No,Extra Bed,Sea View
BID0869,10-12-2024,22-12-2024,12,1,Double,459.2384627,463.61076,Walk-in,CID0869,52,Other,India,26-01-2023,Debit Card,2.755573127,1057.464226,80.52260113,Weekday,Autumn,Engineer,Leisure,7,No,None,Sea View
BID0870,14-12-2024,26-12-2024,12,4,Single,79.32825235,518.1237216,Travel Agent,CID0870,44,Other,Germany,03-08-2023,Debit Card,28.3329068,844.669857,86.92888485,Weekday,Summer,Doctor,Conference,4,Yes,Early Check-out,Sea View
BID0871,09-05-2024,13-05-2024,4,3,Suite,280.1827066,676.788598,Walk-in,CID0871,60,Other,USA,01-10-2024,Credit Card,18.59219924,721.2131858,54.0433081,Weekday,Winter,Student,Conference,8,Yes,None,Mountain View
BID0872,25-01-2024,03-02-2024,9,2,Double,383.6058602,1096.660671,Walk-in,CID0872,18,Other,USA,08-08-2023,Credit Card,10.27883782,1583.07194,76.64102143,Weekend,Autumn,Engineer,Leisure,2,Yes,None,Sea View
BID0873,04-04-2024,12-04-2024,8,2,Suite,178.9080482,119.525056,Travel Agent,CID0873,18,Other,UK,23-08-2023,Cash,26.4615098,1863.314437,93.91890998,Weekday,Summer,Engineer,Other,7,Yes,Extra Bed,Mountain View
BID0874,14-08-2024,16-08-2024,2,1,Suite,397.7952183,1967.560346,Walk-in,CID0874,58,Male,USA,09-10-2023,Online Payment,47.25318792,454.3405935,97.06801451,Weekday,Spring,Engineer,Other,5,Yes,None,Mountain View
BID0875,02-10-2024,06-10-2024,4,1,Double,466.506887,903.3917666,Travel Agent,CID0875,72,Female,India,31-01-2024,Debit Card,5.726877194,1500.648338,71.05307057,Weekend,Winter,Student,Other,7,Yes,None,Mountain View
BID0876,18-10-2024,29-10-2024,11,3,Double,114.3612522,1056.488122,Online,CID0876,46,Female,Australia,22-09-2024,Online Payment,24.07785639,1530.212539,72.73631416,Weekday,Summer,Engineer,Leisure,3,No,None,City View
BID0877,11-01-2024,18-01-2024,7,4,Suite,411.3701326,594.1186492,Online,CID0877,53,Other,USA,29-09-2023,Credit Card,4.442691099,735.6265976,52.42729183,Weekend,Spring,Teacher,Other,7,Yes,None,City View
BID0878,08-12-2024,18-12-2024,10,1,Single,280.0672494,637.4837554,Walk-in,CID0878,45,Female,Australia,14-08-2024,Credit Card,10.76545438,1397.950471,86.72118684,Weekday,Summer,Engineer,Leisure,8,Yes,None,Garden View
BID0879,05-03-2024,06-03-2024,1,3,Suite,220.1381024,1265.871067,Walk-in,CID0879,49,Female,Australia,14-08-2023,Debit Card,33.07432276,1700.726769,87.01361118,Weekend,Summer,Doctor,Other,1,Yes,Early Check-out,City View
BID0880,05-06-2024,08-06-2024,3,3,Suite,378.523997,1035.06419,Walk-in,CID0880,29,Other,USA,05-01-2024,Online Payment,49.78834969,1503.744018,79.5640067,Weekend,Summer,Doctor,Conference,10,Yes,Extra Bed,Mountain View
BID0881,04-04-2024,17-04-2024,13,1,Suite,50.68376596,284.5216619,Walk-in,CID0881,55,Male,Australia,24-02-2023,Cash,30.88689711,587.3325102,76.43412161,Weekday,Spring,Teacher,Other,9,Yes,Sea View,Garden View
BID0882,07-03-2024,15-03-2024,8,4,Suite,384.5577999,1414.305159,Travel Agent,CID0882,41,Other,UK,30-09-2023,Online Payment,10.52071788,823.4369382,89.85575613,Weekday,Summer,Student,Conference,4,No,Late Check-in,Mountain View
BID0883,14-08-2024,28-08-2024,14,4,Single,85.85968338,1894.41105,Walk-in,CID0883,71,Female,India,16-10-2023,Cash,41.24177839,1565.617945,93.85154691,Weekend,Winter,Student,Business,2,No,Early Check-out,Garden View
BID0884,17-11-2024,01-12-2024,14,1,Single,424.7860271,509.490869,Online,CID0884,28,Male,USA,05-06-2024,Credit Card,11.01644114,205.5969085,98.35767617,Weekend,Summer,Lawyer,Conference,6,Yes,None,Garden View
BID0885,31-01-2024,02-02-2024,2,2,Suite,190.7876476,838.2326395,Online,CID0885,47,Other,USA,30-04-2024,Credit Card,41.96082703,928.908244,61.50449064,Weekend,Spring,Doctor,Leisure,10,Yes,Early Check-out,Mountain View
BID0886,30-11-2024,14-12-2024,14,3,Single,343.8923651,1306.135466,Travel Agent,CID0886,47,Other,USA,19-10-2023,Debit Card,42.63401715,997.5613131,61.53715279,Weekend,Winter,Engineer,Leisure,7,No,Sea View,Garden View
BID0887,15-12-2024,25-12-2024,10,2,Single,186.187269,580.5108488,Online,CID0887,64,Other,Australia,10-02-2023,Credit Card,31.39050968,343.9926815,54.23673243,Weekend,Spring,Lawyer,Conference,6,No,Extra Bed,Garden View
BID0888,06-12-2024,13-12-2024,7,4,Single,355.5089099,1177.143834,Walk-in,CID0888,71,Male,Australia,21-12-2024,Credit Card,49.98284788,756.8733687,99.09201794,Weekday,Summer,Teacher,Conference,4,No,None,Garden View
BID0889,23-09-2024,01-10-2024,8,4,Suite,86.19129324,1275.472974,Walk-in,CID0889,68,Other,India,15-05-2024,Online Payment,46.1320822,1964.221982,99.17862603,Weekday,Autumn,Doctor,Conference,2,No,Early Check-out,Sea View
BID0890,05-08-2024,12-08-2024,7,1,Single,294.7436021,1705.755544,Walk-in,CID0890,49,Other,USA,28-07-2024,Online Payment,29.08630447,323.1206015,67.02552822,Weekday,Autumn,Doctor,Other,9,Yes,Sea View,Sea View
BID0891,27-02-2024,03-03-2024,5,1,Single,291.3630133,614.6944393,Online,CID0891,35,Other,Germany,27-06-2023,Online Payment,48.84044782,953.6183711,75.94394353,Weekday,Spring,Doctor,Business,8,No,Sea View,Sea View
BID0892,10-07-2024,20-07-2024,10,3,Single,138.6834246,1466.520965,Travel Agent,CID0892,29,Other,Australia,08-05-2024,Credit Card,45.9919927,752.2990544,80.42846436,Weekend,Winter,Student,Leisure,2,No,None,Sea View
BID0893,03-02-2024,13-02-2024,10,1,Single,122.2414057,986.3611082,Online,CID0893,56,Other,India,03-07-2024,Credit Card,48.13633432,1399.367199,92.48292691,Weekend,Summer,Doctor,Business,1,No,Sea View,Mountain View
BID0894,05-10-2024,17-10-2024,12,1,Suite,125.886803,155.9479116,Walk-in,CID0894,72,Female,UK,19-09-2023,Online Payment,28.66405474,736.6963549,98.69817953,Weekday,Winter,Engineer,Other,4,Yes,Late Check-in,Mountain View
BID0895,10-04-2024,12-04-2024,2,2,Single,135.5101741,1361.674009,Online,CID0895,68,Male,Germany,12-10-2024,Credit Card,40.16809915,1369.212166,71.16195392,Weekend,Summer,Lawyer,Conference,6,Yes,Extra Bed,City View
BID0896,27-09-2024,02-10-2024,5,3,Double,136.859991,1134.706383,Walk-in,CID0896,66,Other,Germany,13-02-2023,Cash,27.11350586,697.1785793,82.17190492,Weekend,Spring,Engineer,Conference,7,No,Late Check-in,Mountain View
